activityId,assetId,companyId,currentTripCost,driverEmergencyButton,driverId,humidity,insertionTime,isOccupied,latLng2,numberOfPassengers,originalTime,passengerEmergencyButton,readingId,requestTime,sensorStatus,sfdaSensorStatus,temprature,velocity,weight,latLng,lat,long
0,53920,39,,,37498,,2021-08-31T21:21:00,,0x00000000010C63940CA59BD045402F23AB11B0603A40,,2021-08-31T21:20:00,,15DB3656-3076-4878-A21B-D501D7D4D7A4,2021-08-31T21:21:00,1,,,0,23587.30664,0x00000000010C63940CA59BD045402F23AB11B0603A40,26.3776866,43.6297499
0,68647,39,,,38674,,2021-08-31T21:21:00,,0x00000000010C2693AEF435704840AF0EDB711EC33B40,,2021-08-31T21:21:00,,12CBCB7F-CF2A-4E82-A848-26B36EA142FC,2021-08-31T21:21:00,5,,,0,0,0x00000000010C2693AEF435704840AF0EDB711EC33B40,27.7621833,48.8766466
0,8952,8,,,7948,,2021-08-31T21:21:00,,0x00000000010C20724408D96E474083177D05699A3840,,2021-08-31T21:21:00,,64D7CF8E-9AD4-48B8-AB03-53F3D0FDCEAB,2021-08-31T21:21:00,12,,,0,0,0x00000000010C20724408D96E474083177D05699A3840,24.603165,46.8659983
0,53999,39,,,35364,,2021-08-31T21:21:00,,0x00000000010C72AD516A8A4F4840AC730CC85EB33940,,2021-08-31T21:21:00,,B9A39476-97E9-4E92-A14A-C50E419F640F,2021-08-31T21:21:00,3,,,64,12173.51855,0x00000000010C72AD516A8A4F4840AC730CC85EB33940,25.700665,48.6214116
0,146010,8,,,79899,,2021-08-31T21:21:00,,0x00000000010C01D072EA14564740E5D5390664873840,,2021-08-31T21:21:00,,A3B65E2D-7968-435D-959E-497D4468F986,2021-08-31T21:21:00,12,,,0,2360,0x00000000010C01D072EA14564740E5D5390664873840,24.52887,46.6725133
24,139094,3,0,0,,0,2021-08-31T21:21:00,0,0x00000000010C000000409C9A4340000000A0F66A3540,0,2021-08-31T21:21:00,0,25E87905-AA6E-486F-92E0-7CD82F6358D7,2021-08-31T21:21:00,1,,0,4,2000,0x00000000010C000000409C9A4340000000A0F66A3540,21.4178257,39.20789337
26,146896,78,45.25,1,81314,,2021-08-31T21:21:00,1,0x00000000010CCE52B29C840C4940541D7233DC6C3A40,0,2021-08-31T21:21:00,0,9B34F7F6-CF08-440B-A609-73989B1D6D15,2021-08-31T21:21:00,3,,,65,2000,0x00000000010CCE52B29C840C4940541D7233DC6C3A40,26.425235,50.097797
0,41784,8,,,30638,,2021-08-31T21:21:00,,0x00000000010C8B55DEE929D54340BD981C2DBDA03540,,2021-08-31T21:21:00,,68EFA563-951B-4B2F-ABC6-ED8E24DB5587,2021-08-31T21:21:00,12,,,0,0,0x00000000010C8B55DEE929D54340BD981C2DBDA03540,21.6278866,39.6653416
0,18859,34,,,15575,,2021-08-31T21:21:00,,0x00000000010C0A9DD7D8257E47404A0C022B87763840,,2021-08-31T21:21:00,,26BA5695-3B02-43E6-86F9-0D32ADF5DFCB,2021-08-31T21:21:00,1,,,0,36236,0x00000000010C0A9DD7D8257E47404A0C022B87763840,24.463,46.98553
0,108771,86,,,61574,,2021-08-31T21:21:00,,0x00000000010C88CE7C186B9C4240F5166AA8ACA73940,,2021-08-31T21:21:00,,A46A8E9B-C8B2-47A4-B4BC-010F5212EDAE,2021-08-31T21:21:00,2,,,0,0,0x00000000010C88CE7C186B9C4240F5166AA8ACA73940,25.6549783,37.2220183
0,117011,86,,,69939,,2021-08-31T21:21:00,,0x00000000010CB9FC87F4DB2345405E40573686533B40,,2021-08-31T21:21:00,,FB3FE149-EEED-475C-B86F-AB86429BE3B3,2021-08-31T21:21:00,3,,,73,17000,0x00000000010CB9FC87F4DB2345405E40573686533B40,27.32626667,42.28015
0,150845,86,,,82323,,2021-08-31T21:21:00,,0x00000000010C99BB96900F864440E0A7827674893340,,2021-08-31T21:19:00,,DBA02E05-7C1F-4D83-9EC7-FFAB1EF75CC0,2021-08-31T21:21:00,1,,,0,10799.45996,0x00000000010C99BB96900F864440E0A7827674893340,19.53693333,41.04735
0,105009,86,,,64322,,2021-08-31T21:21:00,,0x00000000010CB6B604EABA4D4440742F08D147863540,,2021-08-31T21:21:00,,A89BF1EE-2CDF-40A7-8A06-62C18E6FF64C,2021-08-31T21:21:00,1,,,0,12006,0x00000000010CB6B604EABA4D4440742F08D147863540,21.52453333,40.60726667
0,23650,8,,,18471,,2021-08-31T21:21:00,,0x00000000010CFF87050830734740DE7D4402FC853840,,2021-08-31T21:21:00,,9B1ADE69-CCF4-412D-AFF2-9ABC6E5A0A63,2021-08-31T21:21:00,12,,,0,0,0x00000000010CFF87050830734740DE7D4402FC853840,24.5233766,46.8999033
0,11384,8,,,9548,,2021-08-31T21:21:00,,0x00000000010C670FB40243464540621B4C1EAA4E3240,,2021-08-31T21:21:00,,7BF6B03F-560A-476B-81C6-CCBD6130D303,2021-08-31T21:21:00,12,,,0,0.01,0x00000000010C670FB40243464540621B4C1EAA4E3240,18.3072833,42.54892
24,47113,3,,,33291,0,2021-08-31T22:03:00,,0x00000000010C78B306EFABC043406138D73043633840,,2021-08-31T22:03:00,,CC77BB1E-1976-4038-8419-8C7CB20BB689,2021-08-31T22:03:00,2,,0,0,5191.779785,0x00000000010C78B306EFABC043406138D73043633840,24.387744,39.505247
24,102954,3,,,,0,2021-08-31T22:03:00,,0x00000000010C91990B5C1E154940454948A46D643A40,,2021-08-31T22:02:00,,3B6241CD-48BF-4A19-B9E5-6520A4E0BC0C,2021-08-31T22:03:00,2,,0,0,8530,0x00000000010C91990B5C1E154940454948A46D643A40,26.392298,50.164989
24,112539,3,,,,0,2021-08-31T22:03:00,,0x00000000010C03EE79FEB4694740BAA1293BFDAC3840,,2021-08-31T22:01:00,,DE0CCA48-1F44-4D98-B604-8D275B7BE68C,2021-08-31T22:03:00,2,,0,0,4470,0x00000000010C03EE79FEB4694740BAA1293BFDAC3840,24.675739,46.825836
24,148453,3,,,47541,0,2021-08-31T22:03:00,,0x00000000010C43E73576895C47404D486B0C3AA93840,,2021-08-31T22:03:00,,F9D45ECD-76AE-40B1-A592-55F4067784C9,2021-08-31T22:03:00,2,,0,0,4500,0x00000000010C43E73576895C47404D486B0C3AA93840,24.661042,46.722945
24,47634,3,,,33643,0,2021-08-31T22:03:00,,0x00000000010C27BD6F7CED0F43405DA96741281F3840,,2021-08-31T22:02:00,,C194B601-0C68-4870-AB4E-781B9DFBCFCB,2021-08-31T22:03:00,1,,0,0,5000,0x00000000010C27BD6F7CED0F43405DA96741281F3840,24.121708,38.124435
24,73828,3,,,,0,2021-08-31T22:03:00,,0x00000000010C83893F8A3A034540F20703CFBD9B3240,,2021-08-31T22:02:00,,80823135-6D35-4902-8919-E6E4FD7F4BEC,2021-08-31T22:03:00,2,,0,0,5000,0x00000000010C83893F8A3A034540F20703CFBD9B3240,18.608365,42.025224
24,69308,3,,,47476,0,2021-08-31T22:03:00,,0x00000000010C2C836A8313B94440DA1EBDE13E163440,,2021-08-31T22:03:00,,86629994-55B2-447E-B3D7-BEA2C9C03999,2021-08-31T22:03:00,1,,0,0,5000,0x00000000010C2C836A8313B94440DA1EBDE13E163440,20.086897,41.445908
24,147630,3,,,81101,0,2021-08-31T22:03:00,,0x00000000010C6C0A647616B9444073F1B73D41163440,,2021-08-31T22:02:00,,8113A856-A4DC-41D8-B0A0-1E02D09F9907,2021-08-31T22:03:00,2,,0,0,5152.709961,0x00000000010C6C0A647616B9444073F1B73D41163440,20.086933,41.445998
24,83457,3,,,54411,0,2021-08-31T22:03:00,,0x00000000010C9981CAF8F79F43409B3A8F8AFF873540,,2021-08-31T22:02:00,,D4D2E96F-D41E-452A-A06F-BC9964D8EAC1,2021-08-31T22:03:00,2,,0,0,4000,0x00000000010C9981CAF8F79F43409B3A8F8AFF873540,21.531243,39.249755
24,102978,3,,,,0,2021-08-31T22:03:00,,0x00000000010CF817416326154940CFF57D3848643A40,,2021-08-31T22:02:00,,BD68A461-3B64-49C3-AAA8-047F3E43AEDC,2021-08-31T22:03:00,1,,0,0,4470,0x00000000010CF817416326154940CFF57D3848643A40,26.391727,50.165234
24,71377,3,,,48483,0,2021-08-31T22:03:00,,0x00000000010C384BC97212764740749A05DA1D8A3840,,2021-08-31T22:03:00,,1ADBB446-8EF2-42B4-B51A-9CD1B6A3B323,2021-08-31T22:03:00,2,,0,0,4000,0x00000000010C384BC97212764740749A05DA1D8A3840,24.539518,46.922438
24,47991,3,,,33907,0,2021-08-31T22:03:00,,0x00000000010C87F9F202EC0F43406806F1811D1F3840,,2021-08-31T22:03:00,,5458A6AA-4589-47D6-A11A-BA7FA48C6FF9,2021-08-31T22:03:00,2,,0,0,5000,0x00000000010C87F9F202EC0F43406806F1811D1F3840,24.121544,38.12439
